r_returns,r_envelope,c_surr_mean,c_surr_std,gap,z,meta_pulse,group,tickers
0.3326229300409961,0.36613133927771174,0.008276561596648574,0.004845769072001599,0.35785477768106316,6.0,0.9955037268390589,CORE,"WEAT, PRGFX, SIRI, NDAQ, WDC"
0.3689789074912752,0.41131411125864437,0.009027659038111703,0.005848383542162799,0.40228645222053266,6.0,0.9955037268390589,CORE,"DBA, VUG, TRRBX, AIQ, NSP"
0.4229246042408695,0.43261178141807527,0.008674785069389731,0.00482979487441031,0.42393699634868554,6.0,0.9955037268390589,CORE,"TRLGX, FTEC, ITOT, ET, AGNC"
0.35327484748890575,0.3734484319491881,0.007554203015228317,0.006373791451469215,0.3658942289339598,6.0,0.9955037268390589,CORE,"HFFG, ITOT, UMC, WDC, ARKK"
0.3596468681289486,0.35695989516738214,0.010932535003172657,0.0058844329131347,0.3460273601642095,6.0,0.9955037268390589,CORE,"LNG, SNBR, SJNK, ARKQ, PALL"
0.21343275802707337,0.23723944584243709,0.00681509207517852,0.005087840201432837,0.23042435376725856,6.0,0.9955037268390589,CORE,"GSG, UNG, GLNG, GME, TNET"
0.40073005243011317,0.39408182258428925,0.00807698254599762,0.005718595787036988,0.3860048400382916,6.0,0.9955037268390589,CORE,"PPLT, DIA, SYPR, BYDDF, UNG"
0.38363358836881756,0.4092358489726047,0.007502748878896784,0.005182546902714795,0.4017331000937079,6.0,0.9955037268390589,CORE,"SRLN, KOS, ARKX, CTLP, VUG"
0.2420292403294237,0.2909009715794342,0.0072583925830482475,0.00469958853727018,0.28364257899638595,6.0,0.9955037268390589,CORE,"COMT, SIVR, SFTBY, WEAT, GLW"
0.4513223917578983,0.4721157670720147,0.009020982686863042,0.005097697203595522,0.46309478438515167,6.0,0.9955037268390589,CORE,"SPY, HYG, STX, GLNG, PPLT"
0.3712976298036113,0.3425862798338896,0.009235238247031968,0.006371976138154384,0.33335104158685763,6.0,0.9955037268390589,CORE,"WEAT, SHYG, SIRI, BKLN, QUAL"
0.27097218328007655,0.32975971295385387,0.008429227861500839,0.005152782204882135,0.321330485092353,6.0,0.9955037268390589,CORE,"BVN, HOLX, LYB, JD, CTLP"
0.4801387691589183,0.5122884050889054,0.007052510978015288,0.005007180272324122,0.5052358941108901,6.0,0.9955037268390589,CORE,"CBZ, TRBCX, PRWCX, AGI, VOO"
0.5215333067643869,0.6103327094966281,0.009293302834542615,0.005593987093186079,0.6010394066620854,6.0,0.9955037268390589,CORE,"TRRDX, PRGFX, IGV, QUAL, SRLN"
0.41988377358597395,0.3841534849456408,0.007966555520977203,0.005400838194814157,0.3761869294246636,6.0,0.9955037268390589,CORE,"SPY, VNDA, LYB, WCLD, SNBR"
